Brand_Model,Engine_Type,Condition,Region,Year,Mileage,Price
Volkswagen Polo,Hybrid,Used,Rostov,2020,59506,858743
Hyundai Solaris,Diesel,Fair,St. Petersburg,2019,243364,682448
Renault Sandero,Petrol,Fair,Moscow,2013,174775,213018
Kia K5,Diesel,Used,Samara,2014,293478,292007
BMW 5-Series,Diesel,Good,Novosibirsk,2017,249304,1267903
Lada Granta,Electric,Fair,Novosibirsk,2017,105135,242005
Toyota RAV4,Diesel,Used,Krasnodar,2018,73472,660827
Toyota RAV4,Hybrid,Fair,Krasnodar,2024,124068,1457253
Lada Niva,Hybrid,Fair,St. Petersburg,2014,249451,178052
Lada Niva,Diesel,Used,Novosibirsk,2013,87796,150000
BMW 3-Series,Electric,Excellent,Ekaterinburg,2010,90120,501452
Volkswagen Passat,Electric,Excellent,Ekaterinburg,2013,166933,336075
Hyundai Tucson,Petrol,Fair,Rostov,2010,158844,357530
Lada Granta,Diesel,Excellent,Ekaterinburg,2019,168614,307181
Lada Niva,Hybrid,Used,Krasnodar,2013,77804,150000
BMW X5,Diesel,Good,Novosibirsk,2018,80935,1533619
Renault Sandero,Hybrid,Used,Krasnodar,2014,174098,397714
BMW 3-Series,Petrol,Fair,Moscow,2021,240103,2129041
Toyota Corolla,Electric,Excellent,Rostov,2015,123520,316270
Volkswagen Tiguan,Hybrid,Used,Moscow,2019,61293,847734
Skoda Kodiaq,Petrol,Fair,Samara,2020,210336,650594
Renault Logan,Petrol,Fair,Novosibirsk,2011,184774,361925
Lada Vesta,Diesel,Good,Ekaterinburg,2017,183721,168483
Mercedes-Benz C-Class,Electric,Fair,Moscow,2013,245215,636873
Mercedes-Benz GLE,Electric,Used,Kazan,2016,228183,1201550
Skoda Rapid,Diesel,Excellent,Novosibirsk,2021,116234,1008408
Lada Granta,Petrol,Used,Novosibirsk,2014,225837,184567
Renault Logan,Hybrid,Fair,Krasnodar,2022,208848,965885
BMW X5,Hybrid,Good,St. Petersburg,2018,106076,1657843
Skoda Kodiaq,Petrol,Good,St. Petersburg,2022,175845,1083977
Lada Granta,Electric,Used,Rostov,2011,119498,193894
Kia Rio,Hybrid,Used,St. Petersburg,2013,212704,320940
Volkswagen Polo,Electric,Excellent,Kazan,2021,168408,767499
Renault Duster,Diesel,Fair,Samara,2016,203600,563158
Hyundai Tucson,Electric,Used,Rostov,2014,104516,363726
Lada Granta,Petrol,Fair,Krasnodar,2023,189686,402061
Skoda Rapid,Hybrid,Fair,Novosibirsk,2010,217065,150000
Hyundai Solaris,Hybrid,Good,St. Petersburg,2019,190150,666615
Toyota Corolla,Electric,Fair,Rostov,2024,153403,1178473
Renault Logan,Diesel,Fair,Ekaterinburg,2017,149961,660143
Toyota Corolla,Electric,Used,Krasnodar,2017,165993,573540
BMW 5-Series,Electric,Fair,Samara,2017,116912,1421037
Mercedes-Benz C-Class,Diesel,Good,Ekaterinburg,2012,297699,642894
Mercedes-Benz E-Class,Electric,Good,Moscow,2021,239574,2169382
BMW X5,Hybrid,Excellent,Novosibirsk,2020,206166,1794633
Lada Granta,Diesel,Excellent,Novosibirsk,2021,235620,415140
Skoda Kodiaq,Petrol,Fair,Ekaterinburg,2012,32557,442468
Mercedes-Benz GLE,Petrol,Fair,Novosibirsk,2010,135703,591020
Toyota Camry,Diesel,Excellent,Rostov,2011,106488,396885
Nissan Qashqai,Electric,Excellent,Samara,2014,108998,471100
Nissan Qashqai,Hybrid,Excellent,Samara,2019,91003,803051
Toyota RAV4,Diesel,Excellent,Samara,2021,177822,990902
Volkswagen Polo,Hybrid,Fair,Krasnodar,2018,251645,684146
Renault Sandero,Hybrid,Excellent,Samara,2015,114216,391403
Nissan X-Trail,Diesel,Fair,St. Petersburg,2012,148774,338756
Nissan Qashqai,Diesel,Used,Kazan,2012,70086,407613
Mercedes-Benz GLE,Electric,Good,Krasnodar,2011,98471,729911
Toyota Camry,Diesel,Fair,St. Petersburg,2013,170363,235482
Toyota Corolla,Hybrid,Used,Moscow,2017,56504,579535
Nissan X-Trail,Petrol,Excellent,Rostov,2013,286739,413241
BMW X5,Petrol,Excellent,Rostov,2020,112758,2037102
Renault Logan,Hybrid,Fair,Kazan,2021,226658,790492
Mercedes-Benz GLE,Hybrid,Good,Novosibirsk,2012,278359,477577
Nissan Juke,Hybrid,Excellent,Moscow,2021,168650,817500
Renault Logan,Hybrid,Used,Samara,2020,38142,1020362
BMW 5-Series,Electric,Excellent,Kazan,2019,121901,1742476
Hyundai Creta,Hybrid,Used,Samara,2018,124922,610209
Volkswagen Tiguan,Petrol,Good,Samara,2022,166095,1066264
Skoda Octavia,Hybrid,Fair,Ekaterinburg,2016,154471,606965
Lada Niva,Electric,Excellent,Krasnodar,2020,6271,223168
BMW 5-Series,Diesel,Excellent,Moscow,2010,212384,654411
Renault Logan,Diesel,Good,Ekaterinburg,2024,85690,1403175
Renault Logan,Petrol,Fair,Novosibirsk,2020,16851,898591
Kia Rio,Diesel,Good,Kazan,2013,94947,385269
Nissan X-Trail,Electric,Used,Rostov,2019,193090,612404
Lada Niva,Hybrid,Good,Moscow,2017,277547,150000
Hyundai Solaris,Electric,Excellent,Kazan,2017,67128,672018
Toyota Camry,Hybrid,Good,Novosibirsk,2013,226517,300586
BMW 3-Series,Electric,Excellent,Ekaterinburg,2010,10716,587543
Skoda Kodiaq,Electric,Excellent,Ekaterinburg,2011,58163,382937
Mercedes-Benz C-Class,Hybrid,Fair,Moscow,2020,16266,2147760
Nissan X-Trail,Diesel,Used,Samara,2010,161859,306636
Renault Logan,Diesel,Fair,St. Petersburg,2013,175649,441299
Lada Vesta,Petrol,Fair,Kazan,2023,178775,407172
Hyundai Tucson,Electric,Excellent,Novosibirsk,2022,296533,814258
Nissan Juke,Petrol,Good,Krasnodar,2018,297027,410441
Toyota RAV4,Petrol,Used,Moscow,2020,112557,800359
Kia Sportage,Petrol,Excellent,Moscow,2010,149174,273981
Hyundai Solaris,Hybrid,Good,Kazan,2021,130150,1035689
Renault Sandero,Petrol,Fair,Ekaterinburg,2012,249244,150000
Kia Sportage,Diesel,Fair,Kazan,2021,82665,937341
Volkswagen Tiguan,Diesel,Excellent,Novosibirsk,2017,164788,638900
Nissan Qashqai,Hybrid,Used,St. Petersburg,2020,182863,866468
Nissan Qashqai,Hybrid,Fair,Rostov,2012,24182,386380
BMW 3-Series,Electric,Used,Novosibirsk,2017,290857,1289574
Kia Sportage,Diesel,Excellent,Samara,2015,21658,531681
Toyota Corolla,Hybrid,Fair,St. Petersburg,2013,83955,204015
Kia Rio,Petrol,Excellent,St. Petersburg,2020,16176,916555
Skoda Rapid,Electric,Fair,Novosibirsk,2017,200263,506051
Lada Vesta,Petrol,Good,Krasnodar,2011,284029,200583
Lada Niva,Hybrid,Good,Moscow,2022,253904,452182
Toyota Corolla,Petrol,Used,Moscow,2018,229139,513152
Kia K5,Electric,Excellent,Samara,2021,92210,851492
Skoda Kodiaq,Petrol,Excellent,Moscow,2013,120273,272615
BMW 5-Series,Diesel,Excellent,Novosibirsk,2020,7984,2346931
Skoda Rapid,Hybrid,Good,Moscow,2024,240709,1247254
Volkswagen Passat,Diesel,Used,Ekaterinburg,2019,92919,668529
Skoda Octavia,Diesel,Good,Moscow,2019,31833,903956
Kia K5,Hybrid,Used,Samara,2018,262432,416062
Toyota RAV4,Diesel,Excellent,Ekaterinburg,2021,283783,838085
Mercedes-Benz C-Class,Petrol,Excellent,Moscow,2015,276836,1049568
BMW X5,Petrol,Used,Moscow,2014,195245,828643
Toyota Camry,Hybrid,Fair,Kazan,2016,298049,374643
Skoda Octavia,Petrol,Good,Rostov,2023,248078,1059675
Lada Granta,Electric,Fair,Samara,2021,125973,335300
BMW 5-Series,Petrol,Fair,Kazan,2018,168885,1399305
Skoda Octavia,Diesel,Used,Moscow,2021,191326,968285
Renault Duster,Petrol,Excellent,Moscow,2020,179109,764768
Skoda Kodiaq,Hybrid,Good,Samara,2013,221407,279085
Kia K5,Electric,Excellent,St. Petersburg,2018,112782,700018
Skoda Octavia,Hybrid,Used,St. Petersburg,2017,11592,610558
Kia K5,Electric,Excellent,Samara,2016,257146,280678
BMW 3-Series,Petrol,Used,Rostov,2016,177278,1122179
Skoda Rapid,Petrol,Used,Moscow,2018,27966,629254
Renault Duster,Hybrid,Excellent,Ekaterinburg,2021,263170,752965
BMW 3-Series,Hybrid,Excellent,Novosibirsk,2011,17436,629587
Lada Vesta,Electric,Good,Rostov,2017,195854,207925
BMW 3-Series,Petrol,Fair,Moscow,2012,146233,821648
Volkswagen Tiguan,Diesel,Good,Samara,2012,91871,166041
Nissan Juke,Diesel,Good,Rostov,2021,129337,949008
Renault Logan,Diesel,Used,Novosibirsk,2011,203120,150000
Skoda Octavia,Hybrid,Excellent,Krasnodar,2019,240075,529282
Volkswagen Passat,Petrol,Fair,Samara,2024,42994,1344464
Lada Granta,Hybrid,Used,Krasnodar,2022,36478,363432
Hyundai Solaris,Electric,Used,Novosibirsk,2020,116569,854039
Kia Sportage,Hybrid,Excellent,Kazan,2014,194433,358371
Skoda Kodiaq,Petrol,Excellent,Kazan,2015,34959,530852
Toyota RAV4,Diesel,Good,Ekaterinburg,2013,149474,255081
BMW X5,Diesel,Good,Kazan,2018,183721,1534992
Volkswagen Polo,Hybrid,Fair,Krasnodar,2021,192729,762009
Nissan Juke,Petrol,Good,Moscow,2022,213158,1044346
Mercedes-Benz GLE,Petrol,Excellent,Samara,2012,234921,592973
Kia Sportage,Hybrid,Used,St. Petersburg,2012,28619,414676
Toyota Corolla,Diesel,Used,Ekaterinburg,2020,38944,744230
Volkswagen Passat,Electric,Excellent,St. Petersburg,2012,262426,356858
Mercedes-Benz GLE,Hybrid,Excellent,Rostov,2018,193513,1602313
Skoda Rapid,Diesel,Good,Novosibirsk,2012,7733,226523
Skoda Rapid,Hybrid,Fair,Samara,2021,36576,1063471
Hyundai Creta,Electric,Used,Rostov,2012,21591,398433
Mercedes-Benz E-Class,Electric,Used,Moscow,2020,56346,2286175
Lada Vesta,Electric,Fair,Ekaterinburg,2021,72880,439426
Renault Sandero,Hybrid,Fair,Krasnodar,2015,82337,370162
Volkswagen Passat,Diesel,Good,Samara,2015,18973,535784
Toyota Corolla,Diesel,Used,Kazan,2024,279276,1161249
Mercedes-Benz GLE,Diesel,Excellent,Kazan,2020,246957,1755290
Hyundai Tucson,Hybrid,Fair,Moscow,2014,11782,449461
Kia K5,Hybrid,Excellent,Krasnodar,2017,269924,568359
Nissan Qashqai,Electric,Excellent,Rostov,2010,222180,150000
Mercedes-Benz GLE,Electric,Used,Krasnodar,2024,60697,3614419
Kia Rio,Electric,Used,Krasnodar,2015,208070,484562
Toyota RAV4,Electric,Excellent,Ekaterinburg,2015,226621,419525
Volkswagen Polo,Petrol,Used,Rostov,2015,212192,387756
Renault Sandero,Diesel,Good,Samara,2024,147061,1354787
Renault Sandero,Hybrid,Used,Novosibirsk,2011,246921,150000
Mercedes-Benz C-Class,Diesel,Used,Ekaterinburg,2011,42650,704665
Volkswagen Passat,Electric,Fair,Rostov,2016,121544,525655
Volkswagen Polo,Hybrid,Excellent,Rostov,2020,123791,774264
Hyundai Solaris,Hybrid,Fair,Samara,2010,48408,189439
Renault Duster,Petrol,Fair,Samara,2015,85625,307073
Volkswagen Polo,Diesel,Excellent,Novosibirsk,2016,198342,510125
Toyota Camry,Diesel,Fair,Krasnodar,2024,216925,1172814
Renault Logan,Diesel,Used,St. Petersburg,2022,249496,1009634
Renault Duster,Petrol,Good,Kazan,2021,279003,865863
Skoda Kodiaq,Electric,Used,Moscow,2013,158604,357691
Mercedes-Benz GLE,Hybrid,Excellent,Kazan,2024,30039,3598508
Renault Logan,Diesel,Excellent,St. Petersburg,2024,77531,1363105
Lada Vesta,Diesel,Good,Novosibirsk,2022,263474,294615
Renault Duster,Diesel,Used,Ekaterinburg,2014,229213,199192
BMW 5-Series,Diesel,Fair,Krasnodar,2012,261132,635337
BMW 5-Series,Diesel,Good,Ekaterinburg,2018,180445,1350797
Kia K5,Petrol,Fair,Rostov,2012,238856,344434
Mercedes-Benz E-Class,Petrol,Good,Krasnodar,2016,292797,1067608
Kia Sportage,Hybrid,Used,St. Petersburg,2023,114734,1284473
Kia Rio,Hybrid,Good,Kazan,2019,234316,593247
BMW 3-Series,Hybrid,Excellent,Novosibirsk,2024,279824,2748289
Kia K5,Petrol,Excellent,Rostov,2018,52123,570027
Lada Granta,Electric,Fair,Moscow,2012,201896,150000
Hyundai Solaris,Petrol,Used,Moscow,2011,163646,266399
Renault Duster,Hybrid,Fair,Krasnodar,2011,130476,380224
Kia Sportage,Hybrid,Used,Ekaterinburg,2011,122998,150000
Kia Rio,Diesel,Used,Ekaterinburg,2019,49315,735396
BMW 3-Series,Hybrid,Good,Novosibirsk,2021,242302,2088346
Lada Vesta,Petrol,Fair,St. Petersburg,2020,193469,385360
Volkswagen Passat,Hybrid,Used,Novosibirsk,2017,97070,667036
Mercedes-Benz E-Class,Petrol,Used,Ekaterinburg,2012,100569,804169
Renault Duster,Petrol,Fair,Krasnodar,2013,270603,290483
Skoda Rapid,Petrol,Used,St. Petersburg,2023,254165,1060397
BMW X5,Diesel,Fair,Kazan,2018,269967,1218708
Hyundai Creta,Hybrid,Good,Novosibirsk,2010,267157,332542
Lada Vesta,Electric,Fair,Ekaterinburg,2018,203700,204268
Mercedes-Benz C-Class,Hybrid,Excellent,Novosibirsk,2021,280437,1814333
Mercedes-Benz GLE,Electric,Used,Rostov,2022,47109,2754411
Renault Logan,Diesel,Good,Ekaterinburg,2012,141888,156816
Nissan Qashqai,Diesel,Fair,Kazan,2012,165491,318412
Hyundai Tucson,Electric,Good,Novosibirsk,2023,115925,1213478
Toyota RAV4,Electric,Fair,Novosibirsk,2012,268241,278254
Mercedes-Benz C-Class,Diesel,Excellent,Novosibirsk,2014,84881,954707
Toyota Camry,Hybrid,Good,St. Petersburg,2016,212039,575509
Mercedes-Benz E-Class,Diesel,Excellent,Kazan,2013,190729,904912
Toyota Corolla,Diesel,Fair,Rostov,2019,48689,738015
Toyota Camry,Petrol,Fair,Ekaterinburg,2017,297977,481066
Mercedes-Benz E-Class,Diesel,Good,Moscow,2011,212171,656859
Renault Duster,Petrol,Good,Rostov,2014,256135,228486
Mercedes-Benz GLE,Hybrid,Fair,Novosibirsk,2017,46154,1540726
Renault Duster,Electric,Fair,Krasnodar,2012,202908,184242
Mercedes-Benz C-Class,Petrol,Excellent,Moscow,2010,103836,487799
Lada Vesta,Diesel,Used,Rostov,2015,241682,150000
Nissan Qashqai,Petrol,Used,Krasnodar,2017,80224,703278
Hyundai Tucson,Petrol,Fair,Novosibirsk,2015,253875,261834
Kia K5,Hybrid,Good,Novosibirsk,2016,108436,477732
Renault Logan,Diesel,Excellent,Rostov,2015,150519,538485
Nissan Qashqai,Petrol,Excellent,Novosibirsk,2019,272857,704100
BMW 3-Series,Electric,Used,Kazan,2013,253486,685775
Nissan Qashqai,Diesel,Fair,Krasnodar,2019,286951,502056
Skoda Rapid,Hybrid,Good,Rostov,2019,117194,715383
Mercedes-Benz C-Class,Petrol,Used,Krasnodar,2023,15552,3372155
Hyundai Creta,Electric,Excellent,St. Petersburg,2023,43181,1363268
Mercedes-Benz C-Class,Hybrid,Good,Rostov,2020,33341,2277362
Volkswagen Passat,Electric,Fair,Moscow,2015,179016,355476
Hyundai Tucson,Petrol,Fair,Moscow,2017,287256,398032
Renault Logan,Diesel,Fair,Kazan,2010,122490,228519
Skoda Octavia,Diesel,Used,Samara,2022,43930,1012155
Kia Rio,Hybrid,Fair,Moscow,2010,85352,357705
Kia K5,Electric,Fair,Samara,2022,279226,776394
BMW X5,Petrol,Excellent,Novosibirsk,2017,94619,1327687
Lada Niva,Hybrid,Good,Moscow,2021,26625,258243
Kia Sportage,Diesel,Good,St. Petersburg,2021,177780,779239
Mercedes-Benz C-Class,Diesel,Fair,Novosibirsk,2022,290262,2264200
BMW 5-Series,Hybrid,Used,Ekaterinburg,2010,130079,462193
Skoda Octavia,Petrol,Fair,Krasnodar,2012,210169,271845
Lada Granta,Electric,Good,Krasnodar,2010,183461,151760
Renault Duster,Diesel,Fair,Novosibirsk,2017,270226,421900
Toyota Camry,Electric,Good,Rostov,2020,277089,673809
Volkswagen Polo,Petrol,Used,St. Petersburg,2013,20163,292604
Toyota Camry,Electric,Excellent,St. Petersburg,2022,149127,911919
Skoda Kodiaq,Hybrid,Used,Rostov,2021,274974,707911
Volkswagen Tiguan,Hybrid,Excellent,Kazan,2010,117753,285357
Renault Logan,Electric,Fair,Rostov,2019,11213,861137
BMW X5,Hybrid,Excellent,Ekaterinburg,2022,57395,2729119
Volkswagen Polo,Petrol,Fair,Kazan,2010,221555,329186
Renault Logan,Diesel,Used,Novosibirsk,2019,58586,876253
Kia Sportage,Petrol,Excellent,Krasnodar,2024,206561,1255836
Volkswagen Tiguan,Diesel,Fair,Kazan,2021,81237,1074855
Volkswagen Polo,Petrol,Excellent,Moscow,2024,174898,1383677
BMW 5-Series,Hybrid,Excellent,Samara,2019,150934,1754880
Kia Rio,Petrol,Used,Ekaterinburg,2019,177125,741435
Kia Rio,Petrol,Fair,Samara,2017,107336,465050
BMW 3-Series,Electric,Good,Ekaterinburg,2014,268049,887352
Mercedes-Benz GLE,Diesel,Used,Novosibirsk,2023,239363,2788296
Nissan Juke,Diesel,Used,Krasnodar,2017,106012,518415
BMW 3-Series,Hybrid,Good,Moscow,2015,245173,884947
Hyundai Solaris,Diesel,Excellent,Krasnodar,2022,86083,1203502
Hyundai Solaris,Electric,Excellent,Rostov,2024,19391,1576398
Hyundai Tucson,Hybrid,Excellent,Ekaterinburg,2017,133371,638259
Nissan Juke,Petrol,Used,St. Petersburg,2020,252633,596659
Renault Logan,Hybrid,Good,Rostov,2024,30638,1588045
Hyundai Creta,Hybrid,Used,Moscow,2021,284167,821651
Skoda Kodiaq,Diesel,Fair,Ekaterinburg,2018,212950,541794
Hyundai Tucson,Diesel,Fair,Kazan,2010,178084,362065
Mercedes-Benz E-Class,Hybrid,Excellent,Novosibirsk,2024,40864,3713243
Mercedes-Benz E-Class,Electric,Fair,Samara,2012,76416,798414
Nissan X-Trail,Petrol,Excellent,Moscow,2015,253180,259413
Mercedes-Benz GLE,Hybrid,Used,Kazan,2016,212558,1155335
Renault Sandero,Electric,Good,Samara,2019,17698,839704
Lada Granta,Electric,Used,Moscow,2011,29084,150000
Mercedes-Benz GLE,Diesel,Good,Kazan,2013,23957,983023
Nissan X-Trail,Diesel,Excellent,Novosibirsk,2019,148250,624214
Toyota RAV4,Electric,Used,Krasnodar,2011,179712,203468
Skoda Kodiaq,Hybrid,Good,Moscow,2020,194919,607681
Volkswagen Passat,Diesel,Used,Moscow,2011,127714,268324
Toyota Corolla,Diesel,Good,Samara,2015,100855,544676
Hyundai Creta,Hybrid,Fair,Krasnodar,2016,65338,397637
Mercedes-Benz C-Class,Diesel,Used,Novosibirsk,2015,187792,1015138
Skoda Octavia,Petrol,Excellent,Ekaterinburg,2019,198146,645928
Nissan X-Trail,Diesel,Excellent,Samara,2016,149134,469602
Hyundai Solaris,Hybrid,Excellent,Novosibirsk,2015,91515,448004
Renault Sandero,Electric,Used,Ekaterinburg,2011,255583,150000
Skoda Kodiaq,Hybrid,Good,Samara,2011,124121,265561
Lada Vesta,Petrol,Excellent,Ekaterinburg,2010,212236,150000
Renault Logan,Hybrid,Fair,St. Petersburg,2014,111633,512144
Hyundai Creta,Hybrid,Used,St. Petersburg,2013,161284,215394
Lada Vesta,Hybrid,Good,Novosibirsk,2021,155397,469491
Mercedes-Benz E-Class,Electric,Excellent,Rostov,2022,146616,2427958
Skoda Kodiaq,Diesel,Fair,Novosibirsk,2017,188554,371933
Renault Sandero,Electric,Excellent,Samara,2024,83743,1446555
Mercedes-Benz C-Class,Petrol,Fair,Novosibirsk,2023,91632,2927433
Nissan Qashqai,Electric,Good,Samara,2012,172100,370914
Renault Sandero,Hybrid,Fair,St. Petersburg,2022,280904,1030867
Volkswagen Tiguan,Electric,Fair,Moscow,2021,282548,881578
Kia K5,Diesel,Fair,Samara,2024,77185,1358638
Nissan X-Trail,Diesel,Fair,Kazan,2017,291907,433836
Renault Sandero,Hybrid,Good,Kazan,2021,71686,1095047
Renault Sandero,Electric,Used,Rostov,2017,111462,654875
Lada Niva,Hybrid,Good,Rostov,2015,89201,258536
Kia Sportage,Electric,Good,Kazan,2013,113113,382472
Toyota RAV4,Petrol,Good,Kazan,2017,122937,585083
Mercedes-Benz GLE,Diesel,Used,Novosibirsk,2016,268757,997871
Lada Granta,Electric,Excellent,Ekaterinburg,2023,84713,408990
Skoda Octavia,Electric,Good,Samara,2022,12909,1048533
Lada Niva,Diesel,Used,Kazan,2010,167875,225875
BMW 5-Series,Petrol,Excellent,Krasnodar,2018,275080,1352596
BMW 3-Series,Hybrid,Used,Novosibirsk,2024,293053,2703386
Mercedes-Benz E-Class,Electric,Fair,Krasnodar,2010,181749,423536
Lada Granta,Petrol,Excellent,Moscow,2024,69085,599019
Volkswagen Passat,Electric,Used,Krasnodar,2020,151811,722647
Toyota Camry,Electric,Used,Ekaterinburg,2023,292330,1005705
Volkswagen Tiguan,Petrol,Used,Rostov,2010,88409,266403
Kia Rio,Hybrid,Used,Krasnodar,2010,298663,317674
Kia K5,Hybrid,Excellent,Ekaterinburg,2022,184415,854361
Kia Sportage,Petrol,Used,Rostov,2015,163014,372202
Volkswagen Passat,Hybrid,Good,St. Petersburg,2024,260824,1313204
Nissan Juke,Petrol,Fair,St. Petersburg,2023,77525,1267310
BMW 3-Series,Electric,Fair,Rostov,2013,205672,819489
Lada Vesta,Petrol,Excellent,Ekaterinburg,2012,208925,150000
Volkswagen Polo,Hybrid,Used,St. Petersburg,2021,75052,881595
Volkswagen Polo,Electric,Used,Kazan,2013,19128,402019
Volkswagen Tiguan,Hybrid,Excellent,Kazan,2015,34414,422701
Kia Rio,Diesel,Good,Ekaterinburg,2016,58430,579663
Toyota RAV4,Electric,Excellent,Ekaterinburg,2012,131841,193091
Lada Granta,Petrol,Excellent,Rostov,2023,212505,445510
Mercedes-Benz E-Class,Electric,Good,Krasnodar,2023,96436,3175360
Renault Duster,Diesel,Used,Krasnodar,2013,22902,404894
Volkswagen Polo,Diesel,Good,Krasnodar,2023,257763,976409
Toyota Camry,Hybrid,Good,Moscow,2019,169247,599730
Renault Duster,Diesel,Used,Ekaterinburg,2022,288326,795096
BMW X5,Hybrid,Used,Rostov,2019,139165,1633242
Hyundai Creta,Diesel,Fair,Krasnodar,2011,243237,150000
Mercedes-Benz C-Class,Hybrid,Used,Samara,2020,49223,2147497
Renault Duster,Electric,Good,Kazan,2014,217280,220783
Renault Duster,Petrol,Excellent,Moscow,2013,135785,415169
Skoda Octavia,Diesel,Good,Kazan,2011,178719,256857
Kia K5,Hybrid,Used,Samara,2023,292641,1023424
Renault Sandero,Diesel,Excellent,Krasnodar,2016,212012,515753
Kia Rio,Diesel,Fair,Kazan,2021,154011,886836
Skoda Rapid,Petrol,Good,St. Petersburg,2018,70422,703766
Skoda Octavia,Electric,Used,St. Petersburg,2014,157908,471900
Toyota RAV4,Electric,Excellent,Moscow,2020,236424,791717
Toyota RAV4,Diesel,Excellent,Moscow,2023,118660,1254960
Mercedes-Benz E-Class,Petrol,Fair,Kazan,2019,25022,1859824
Lada Vesta,Hybrid,Fair,Ekaterinburg,2022,63509,328195
BMW 3-Series,Petrol,Used,Moscow,2020,155949,1908867
Renault Sandero,Hybrid,Fair,St. Petersburg,2020,291565,802414
Hyundai Tucson,Electric,Excellent,Moscow,2010,139456,150000
Mercedes-Benz E-Class,Electric,Good,Moscow,2015,45047,1196796
Skoda Kodiaq,Diesel,Fair,Rostov,2018,7136,712028
Kia Rio,Hybrid,Good,St. Petersburg,2010,101846,150000
Hyundai Solaris,Electric,Excellent,Rostov,2017,42871,577323
Lada Niva,Diesel,Used,Novosibirsk,2021,252227,233231
Renault Logan,Diesel,Good,Kazan,2014,210668,202169
Mercedes-Benz GLE,Diesel,Good,Rostov,2014,53574,1091421
Renault Logan,Hybrid,Fair,St. Petersburg,2013,106052,257048
Skoda Kodiaq,Electric,Fair,St. Petersburg,2011,128957,223027
Mercedes-Benz GLE,Diesel,Used,Ekaterinburg,2016,231285,1176635
Mercedes-Benz C-Class,Hybrid,Excellent,Rostov,2016,43526,1320268
BMW X5,Diesel,Good,Krasnodar,2022,144188,2498649
Hyundai Tucson,Hybrid,Fair,Ekaterinburg,2013,221386,194366
BMW 5-Series,Electric,Used,Kazan,2012,114575,713500
BMW 5-Series,Electric,Good,Kazan,2013,292835,597076
BMW 5-Series,Diesel,Used,Moscow,2012,244944,759278
Volkswagen Polo,Electric,Excellent,Rostov,2022,130212,1062841
Skoda Octavia,Electric,Excellent,Kazan,2023,124671,1114120
Hyundai Tucson,Diesel,Fair,Krasnodar,2010,191243,152815
Renault Sandero,Petrol,Used,St. Petersburg,2016,106192,609418
Skoda Octavia,Petrol,Fair,Samara,2014,220649,235656
Volkswagen Tiguan,Diesel,Good,Ekaterinburg,2024,34846,1599928
Skoda Octavia,Petrol,Good,Krasnodar,2023,291684,1059934
Lada Niva,Diesel,Good,Moscow,2010,107450,150000
Lada Granta,Hybrid,Good,Krasnodar,2020,137760,408974
Skoda Octavia,Petrol,Good,Samara,2012,63834,208911
Skoda Kodiaq,Diesel,Used,St. Petersburg,2015,14253,351316
Renault Sandero,Electric,Excellent,St. Petersburg,2012,141620,379452
Lada Granta,Electric,Fair,Moscow,2023,192534,579563
Skoda Octavia,Electric,Fair,Kazan,2019,14134,897009
Hyundai Tucson,Electric,Fair,Novosibirsk,2019,169294,555414
Skoda Rapid,Electric,Good,Novosibirsk,2018,72770,717652
Renault Duster,Hybrid,Fair,Moscow,2011,85718,284755
Toyota Corolla,Diesel,Excellent,Samara,2011,230834,172394
Toyota Corolla,Petrol,Used,St. Petersburg,2018,133073,509367
Hyundai Creta,Petrol,Used,Rostov,2015,184532,337227
Nissan Juke,Diesel,Excellent,Novosibirsk,2017,16362,524319
Toyota RAV4,Petrol,Excellent,Novosibirsk,2018,182325,695627
Hyundai Creta,Diesel,Excellent,St. Petersburg,2010,124503,270931
Lada Niva,Hybrid,Excellent,Moscow,2015,169657,214241
Toyota RAV4,Diesel,Excellent,Samara,2012,25164,281969
Mercedes-Benz E-Class,Petrol,Good,Samara,2019,238372,1713311
Kia Rio,Petrol,Excellent,Samara,2012,236187,240971
Skoda Octavia,Diesel,Used,Rostov,2019,193693,778299
BMW 5-Series,Hybrid,Used,Krasnodar,2013,120202,961372
Lada Vesta,Electric,Excellent,Kazan,2024,73372,690271
Toyota Camry,Diesel,Excellent,Krasnodar,2022,221361,890677
Volkswagen Tiguan,Diesel,Good,Samara,2010,217464,307992
Renault Logan,Diesel,Excellent,Krasnodar,2024,27013,1369795
Toyota Camry,Diesel,Used,Krasnodar,2012,235373,305085
Volkswagen Passat,Petrol,Fair,Ekaterinburg,2024,77917,1313633
Nissan Juke,Petrol,Fair,Ekaterinburg,2023,200130,1141160
Kia Sportage,Petrol,Excellent,Rostov,2014,27697,454900
Skoda Octavia,Petrol,Fair,Novosibirsk,2012,19104,324368
Renault Sandero,Hybrid,Used,Novosibirsk,2015,164803,295291
Nissan Qashqai,Electric,Fair,Rostov,2011,220653,150000
Volkswagen Polo,Diesel,Excellent,Kazan,2022,268850,904632
Nissan X-Trail,Petrol,Used,Ekaterinburg,2015,290972,265788
Lada Granta,Electric,Good,Krasnodar,2013,258346,150000
BMW X5,Hybrid,Used,Ekaterinburg,2012,297581,464516
Volkswagen Polo,Petrol,Good,St. Petersburg,2016,56484,394453
Volkswagen Polo,Electric,Fair,Krasnodar,2023,8483,1380315
